tic,ch,dltt,ebit,emp,fatd,tie
GDP,1.452,105.235,11.206,0.051,,
PAYX,905.2,893.7,1460.5,15.8,,
AFG,2314,2439,1130,7.7,,
PVAC,7.798,557.26,177.616,0.094,,
CPPRQ,386,4682,25,90,,
FE4,0,1065,220,,,
PPL,815,20799,2845,12.28,,
PEI,12.211,1695.984,19.428,0.233,,
PNR,82.5,1090.2,481.1,9.5,,
PGL3,1.7,1507.7,267,1.497,,
PEP,5509,30266,10714,267,,
TPC,193.685,742.322,143.864,9.1,,
PBT,,0,19.398,0,,
PDCE,0.963,1193.005,56.076,0.54,,
PFE,1305,37003,14247,88.3,,
EXC,587,33026,4690,32.713,,
WTRG,1868.922,2954.972,382.483,1.583,,
MO,2117,27042,10533,7.3,,
PHI,480.455,3665.845,872.108,18.784,,
PHG,1599.11,5541.338,1951.476,80.495,,
COP,5088,15375,6330,10.4,,
PVH,503.4,4235.8,856.9,40,,
DUK1,0,2407,304,,,
SENEA,10.702,284.207,64.917,,,
AGYS,46.653,10.642,-9.864,1.275,,
PIPR,250.018,232.169,145.147,1.249,,
PBI,924.442,2905.252,227.739,11,,
PW,15.843,23.797,1.474,0.001,,
2638B,5.077,0.198,2.021,0.063,,
POLY,213.879,1656.838,-28.639,6.584,,
KGC,575.1,1876.3,972.3,8.97,,
IPDN,0.634,0,-2.996,0.05,,
POLXF,0.37,0.427,0.379,0.023,,
PCH,83.31,722.973,87.107,1.307,,
POWL,118.639,0.8,10.522,2.312,,
PWCDF,,9796,4028,30.6,,
PG,4239,20395,14566,97,,
NU4,0.413,1492.842,216.467,0.742,,
PNM,3.833,2630.063,146.29,1.668,,
SCG2,1.537,599.22,115.287,,,
AEP12,1.5,1415.9,199.3,1.097,,
PEG,147,14016,1959,12.992,,
PUSH,763.382,2840.009,2889.249,207,,
5495B,45.259,6095.463,519.008,3.13,,
PHM,1217.913,2835.121,1348.353,5.245,,
PGAI,0.309,0,-0.156,0,,
PCYO,4.478,0,2.998,0.029,,
AGX,167.363,0.636,-50.945,1.154,,
KWR,123.524,913.71,120.387,4.5,,
NXGN,138.012,167.823,21.35,2.754,,
ASYS,52.982,5.178,6.026,0.415,,
QMCO,6.44,157.669,35.094,0.829,,
QBCRF,14,6159,1129.1,10.038,,
RCMT,1.847,38.871,6.567,3.41,,
RJF,3957,2439,1544,14.2,,
RES,50.023,28.378,-35.722,2.7,,
RPM,233.416,2702.981,572.321,14.621,,
USLM,54.26,1.866,29.246,0.282,,
RAVN,20.707,2.852,40.351,1.362,,
RTN,4292,3967,4804,70,,
IHT,1.201,8.346,-1.028,0.14,,
RBC,331.4,1187.9,338.1,19.56,,
RGS,70.141,118.91,3.12,20,,
RTMAF,89.41,152.251,-39.596,6.802,,
HBC2,1744,20221,2518,4.828,,2878
AN,42,1883.5,798.5,25,,
RELL,30.535,1.941,-1.654,0.394,,
RICOY,2442.64,1551.201,684.13,90.141,,
RSKIA,6.458,0,3.73,0.175,,
RAD,218.18,5806.941,205.049,50,,
RGCO,1.631,103.371,11.596,0.107,,
ROK,1018.4,1956.4,1361.6,23,,
RCI,494,17462,3724,25.3,,
ROG,166.849,129.474,115.225,3.6,,
ROL,94.276,414.651,320.098,14.952,,
ROST,1351.205,2923.419,2146.182,92.5,,
RGLD,119.475,214.554,140.707,0.023,,
R,73.584,6921.585,341.148,39.9,,
SEIC,841.446,38.45,460.992,3.756,,
PGNT,1.603,1.321,3.09,,,
SJW,12.944,1283.597,73.247,0.732,,
PVCT,0.591,19.798,-6.166,0.002,,
SBR,,0,43.87,0,,
SFE,25.028,2.38,-9.982,,,
SJT,,0,8.065,0,,
SLB,1137,15687,3006,105,,
SCHL,393.8,295.8,-31.4,8.3,,
SCND,1.603,0,0.777,0.039,,
SLGD,1.094,0.019,-1.009,0.066,,
SEB,125,1149,104,13.1,,
APPS,21.534,18.505,13.212,0.207,,
SEE,262.4,3764.3,743,16.5,,
IIN,9.162,2.967,1.725,0.78,,
SMTC,293.324,202.928,51.521,1.388,,
SCI,186.276,3565.621,637.352,24.594,,
SVT,2.029,5.17,3.05,0.375,,
SAWLF,98.218,503.23,30.29,5.887,,
SHEN,101.651,1042.494,97.046,1.13,,
SHW,161.8,9421.4,2448.4,61.111,,
SRP1,27,1197,171,1,,
SIF,0.341,2.052,-6.285,0.434,,
MUX,46.452,44.534,-55.16,0.448,,
AOS,374,315.9,465.1,15.1,,
SJM,391.1,5496.8,1304.4,7.3,,
SNA,184.5,994.4,950.7,12.8,,
KEY,732,12186,3157,17.045,,1326
SODI,1.332,0.377,-0.629,0.074,,
SON,145.283,1447.127,535.391,23,,
SONY,14055.044,8826.956,7736.508,111.7,,
SCG1,4,3628,758,2.5,,
SJI,6.417,2070.767,211.95,1.1,,
PESXQ,24.619,473.399,-37.551,2.1,,
EIX,68,18477,2145,12.937,,
SRE2,10,3863,993,7.596,,
AWR,1.334,492.735,126.82,0.841,,
SO,1975,43413,5359,27.943,,
SNT1,1,1227,335,0,,
LUV,2548,2824,3081,60.767,,
SWX,49.539,2374.89,371.811,8.944,,
T,12130,173113,31069,247.8,,
AEP13,1.6,2616.2,255.7,1.469,,
SWN,5,2361,303,0.923,,
NCE2,16.2,2915,346.7,1.158,,
SHYF,19.349,115.911,51.227,1.768,,
STAA,119.968,4.452,11.852,0.55,,
SMP,10.372,28.505,97.085,4.2,,
SXI,93.145,197.61,83.327,5,,
SWK,297.7,3572,1756.3,59.438,,
SCX,15.582,17.541,11.221,1.603,,
STT,3302,11974,5767,39.103,,1375
SCL,315.383,228.186,125.339,2.284,,
PREIF,1.4,0,-0.969,,,
STC,330.609,216.475,93.046,5.3,,
PSA,409.743,1900.478,1563.122,5.9,,
SYK,4337,10532,3444,40,,
NAVI,1233,74947,4173,5.8,,
RGR,35.42,2.176,40.127,1.609,,
SMFG,574044.38,244026.895,34018.747,86.4,,10964.157
SUP,77.927,624.307,66.979,8,,
SGC,9.038,106.383,19.285,3.4,,
SBOW,1.358,475.713,105.303,0.086,,
TPHS,9.196,104.649,-10.82,0.01,,
SYNL,0.626,105.613,-0.519,0.606,,
SYY,513.46,8122.058,2656.752,69,,
TTDKY,3092.095,1569.528,1055.293,107.138,,
TSRI,9.73,6.851,-1.182,0.338,,
TE1,14,2896,561,3.11,,
TAYD,15.16,0,3.303,0.115,,
TISI,12.175,379.735,11.83,6.8,,
TCCO,1.594,0,0.617,0.024,,
SSY,7.742,0.127,-2.314,,,
TECK,1026,5557,-210,10.1,,
TRC,27.106,57.476,-1.431,0.106,,
ATI,490.8,1387.4,370.6,8.1,,
TFX,301.083,1960.315,501.952,14.4,,
TDS,465,3247,190,9.4,,
TNC,74.1,337.8,84.3,4.373,,
TEN,564,5606,636,78,,
3015A,299,20365,2811,10.009,,
TER,773.924,440.536,540.221,5.4,,
VIVXF,1.085,3.842,-3.893,,,
ALFA,,,,,,
UAL2,2756,18311,4549,,,
TXN,2437,5562,5687,29.768,,
PNM2,,681.327,85.814,0.365,,
TPL,303.645,3.367,399.573,0.094,,
TXT,1357,3332,1054,35,,
TMO,2399,17647,4259,75,,
THO,425.615,1890.499,422.83,21.75,,
TDW,218.29,283.318,-38.479,5.3,,
SIX,174.179,2455.033,424.564,50.45,,
GURU,,,,,,
TKR,209.5,1719.4,533.8,18.829,,
TOFB,0.514,0.656,0.108,0.008,,
FE3,0,338.472,146.43,,,
TR,138.96,8.018,69.214,2,,
GL,75.933,1348.988,1023.943,3.196,,
TTC,151.828,620.899,404.851,9.329,,
TTLO,2.263,3.887,0.885,0.17,,
TOSYY,3503.387,2676.268,1290.723,125.648,,
TNLX,0.535,1.543,-0.145,0.05,,
TRP,1343,43370,5786,7.305,,
E1,0,4129.318,1186.96,0,,
TRNS,0.499,35.194,11.05,0.772,,
TMED,0.403,0,-0.199,,,
TRN,166.2,4707.4,376.6,11.875,,
TRT,4.863,2.734,0.781,0.574,,
VNRX,16.965,2.935,-16.042,0.05,,
TWIN,12.362,55.174,22.838,0.873,,
TYL,232.682,16.822,157.509,5.368,,
TSN,484,9830,2977,141,,
UAL,2762,18311,4547,96,,
UGI,447.1,5779.9,603.3,12.8,,
UNAM,5.782,0,-3.25,0.072,,
UFI,22.228,111.541,13.31,3.06,,
UNF,385.341,0,207.881,14,,
UL,4696.335,26207.455,11162.35,149.867,,
DOW2,11,547,801,,,
AEE,16,8944,1267,9.323,,
DUK7,7.146,667.796,73.519,,,
UNP,831,25414,8499,37.483,,
GFOO,0.122,0,-0.304,0.002,,
UNTC,0.571,668.802,-586.82,1.054,,
UDR,8.106,4495.437,369.526,1.351,,
UG,1.048,0,5.396,0.028,,
UNH,10985,36808,19685,325,,
UMBF,472.958,158.772,420.265,3.67,,191.987
UMH,12.902,385.065,46.22,0.42,,
UPS,5238,24209,8150,495,,
UAMY,0.116,0.077,-3.659,0.097,,
USEG,1.532,0.142,-0.79,0.002,,
RTX,7378,39932,9546,243.2,,
SGMS,313,8768,583,9.8,,
UTL,5.2,440.6,73.1,0.513,,
SXT,21.153,608.399,166.99,4.058,,
UVV,107.43,394.657,141.278,24,,
UUU,0.094,0.171,-1.562,0.013,,
UHS,61.268,4166.653,1313.539,90.4,,
UTMD,42.787,0.376,17.638,0.182,,
VFC,1369.028,3628.92,1345.132,48,,
VSEC,0.734,277.569,60.665,2.776,,
VMI,,850.761,243.72,9.862,,
VALU,4.954,10.629,9.09,0.161,,
VAR,531.4,0,499.6,10.062,,
VECO,129.294,310.368,-26.973,0.954,,
VIDE,0.844,1.091,-1.883,0.084,,
VLGEA,101.121,47.725,34.261,6.731,,
VIRC,1.15,35.605,5.949,0.825,,
D1,17,12521,2150,6,,
VSH,694.133,577.658,286.569,22.4,,
VOLT,28.672,53.894,-4.489,17.1,,
VLVLY,6579.022,10877.368,5096.144,92.575,,
VNO,1515.012,6363.296,296.147,4.008,,
VMC,271.589,3172.357,885.353,9.173,,
WDFC,27.233,60.221,82.382,0.495,,
WJXFF,3.18,386.112,82.572,2.7,,
WMT,,64192,19152,2200,,
WBA,1023,11098,5718,342,,
GHC,200.165,907.654,153.698,19.702,,
WRE,12.939,806.692,22.905,0.125,,
AVA,9.896,2012.63,230.064,1.92,,
WSO,74.454,311.98,356.628,5.8,,
WRI,41.481,1752.658,191.302,0.239,,
WMK,66.871,179.654,84.639,23,,
GBR,0.022,0.177,-2.793,0.005,,
WST,439.1,317.4,294.1,8.2,,
WDC,3455,10246,420,61.8,,
WNGRF,1834,20563,2967,200.267,,
WEYS,9.799,14.11,27.04,0.654,,
WY,139,6270,704,9.4,,
WHR,1952,4918,1367,77,,
JW.A,202.464,925.432,181.968,6.9,,
WMB,289,20336,2405,4.812,,
WSM,432.162,1094.579,465.874,27,,
WGO,,245.402,157.21,4.5,,
JAX,8.803,78.728,10.092,4.2,,
WEC,37.5,11248,1531.4,7.509,,
LNT,,5547,777.7,3.597,,
WEC3,11.8,3879,619.9,,,
WWW,180.6,573.1,123.6,4,,
WWD,99.073,864.899,398.021,9.023,,
FL,907,2800,714,50.999,,
WOR,147.198,725.279,104.727,9,,
IFABF,2.287,0,-1.603,0.024,,
XRX,2740,3498,1278,27,,
KEGX,14.426,242.597,-61.625,2,,
YELL,109.2,1107.7,10.7,29.525,,
YORW,0.002,94.535,23.786,0.106,,
SPB,627.1,2214.4,311.8,13,,
TJX,3216.752,10053.258,4416.209,286,,
ZION,705,1969,1198,10.188,,411
FLUX,0.102,0.029,-11.251,0.075,,
OSK,448.4,819,800.3,15.4,,
WTM,161,306.3,412.4,1.262,,
YYY,,,,,,
QLYS,87.559,44.069,74.692,1.289,,
SKFRY,688.292,1597.094,976.562,43.36,,
ALEX,15.2,695.3,41.3,0.793,,
SF,1142.596,1484.199,681.256,8.205,,
MCCHF,0.418,0,-0.029,,,
OVV,190,8072,748,2.571,,
LCII,35.359,692.754,197.519,10.5,,
JKHY,93.628,0,347.344,6.402,,
ASB,373.38,3174.507,546.957,4.669,,336.936
NMIH,41.089,153.166,237.395,0.321,,
TFC,4084,37190,5721,59,,2096
VLY,256.264,2404.575,571.331,3.174,,422.952
ARKR,7.177,23.786,3.377,2.145,,
BXG,190.009,652.905,139.233,5.873,,
PPCB,0.002,0,-2.614,0.003,,
SPHY,,,,,,
FMBI,214.894,1120.755,383.634,2.122,,110.257
HECO,,,,,,
NGVC,6.214,57.167,16.766,3.681,,
NEBLQ,104.621,3806.277,-117.837,2,,
ACUR,0.862,6,-0.725,0.013,,
TUEM,11.395,34.95,-10.525,9.634,,
RMCF,4.822,1.895,3.677,0.226,,
EMLP,,,,,,
INTEQ,810.626,14756.529,770.161,1.195,,
EUFX,,,,,,
SDOG,,,,,,
RBB,182.363,113.722,63.365,0.355,,44.861
LAND,13.688,476.408,20.074,0,,
ALTX,2.266,0,-0.148,0.001,,
ELA,4.511,11,3.327,0.135,,
BIG,52.721,1319.323,201.88,34,,
MS,49659,174436,21820,60.431,,
TROW,1858.3,146.3,2387,7.365,,
NNN,1.112,2997.479,387.168,0.07,,
MSFT,11356,79107,42959,144,,
ORCL,37239,70726,14139,135,,
COTY,340.4,7469.9,596.2,19,,
TECD,841.366,1510.347,606.336,15,,
RGEN,528.392,259.762,50.074,0.761,,
CFWFF,42.562,993.683,-101.987,3.3,,
CY,415.462,743.72,140.923,5.871,,
AMAG,113.009,296.825,-114.671,0.44,,
XOMA,56.688,27.501,-3.885,0.01,,
ASTE,48.857,2.71,40.89,3.866,,
WERN,26.418,233.153,207.829,12.736,,
MPLX,15,20236,3298,0,,
DLHC,1.79,53.629,11.359,1.9,,
BNI1,557,2765,8059,,,
EUSP,1.882,0.924,-0.568,,,
VGZ,1.408,0.008,-8.085,0.015,,
SVCBY,48.598,630.274,343.611,4.118,,
REFR,6.592,0.813,-3.149,0.008,,
AMWD,97.059,707.375,132.483,9.9,,
NHYDY,1397.59,2145.185,84.519,37.957,,
RDS.A,18055,81360,22302,83,,
HOG,833.868,5169.273,808.734,5.6,,
SKYW,87.206,2888.226,534.127,13.7,,
TOL,1286.014,3687.251,763.333,5.1,,
GROW,2.949,0,-2.964,0.024,,
KSPN,2.977,13.263,-57.109,0.155,,
POR,30,2775,353,2.949,,
HCRSQ,57.559,526.795,7.857,0.747,,
VIVO,62.397,75.824,38.931,0.66,,
IT,280.836,2876.421,379.55,16.724,,
WTS,219.7,238.3,205.4,4.8,,
PDEX,7.742,3.934,4.991,0.099,,
NVR,1140.585,690.806,1051.175,5.7,,
INT,186.1,699.4,319.4,5.5,,
CLFD,10.082,0,5.189,0.24,,
ATUS,701.898,24518.665,1896.789,10.7,,
RADA,13.754,6.499,-2.103,0.192,,
ADBE,2650.221,988.924,3268.121,22.634,,
JOE,185.716,268.421,31.323,0.055,,
HRTH,28.104,31.778,-9.807,2.43,,
LNT2,,2956.3,402.8,1.418,,
CX2,0,1354,278,,,
DJCO,10.63,31.202,-4.824,0.385,,
HSTC,0.002,0,-0.151,,,
CYAN,2.417,9.528,1.053,0.095,,
VHI,523.8,811.6,140.4,2.775,,
EHC,94.8,3267.1,695.9,43.41,,
LAKE,14.606,1.414,6.136,1.829,,
PTSI,0.318,175.668,33.031,2.666,,
CNO,580,3858.4,450,3.3,,
0191A,10.8,434.6,150.7,0.63,,
MHO,,636.323,187.728,1.401,,
WACLY,259.334,84.58,75.453,20.984,,
MRTN,31.461,0.649,67.818,4.087,,
FISV,893,22215,1671,44,,
BHR.1,0.019,0,-0.026,,,
BCS,309265.941,105973.191,11309.051,80.8,,8011.296
JECFF,0.582,14.823,3.838,0.023,,
KBH,454.858,1740.858,342.136,2.14,,
CVM,8.445,13.508,-20.195,,,
ABEO,129.258,6.251,-77.09,0.088,,
ANIX,3.492,0,-11.471,0.008,,
APYX,58.812,0.656,-20.869,0.266,,
IBAL,2.715,0,-0.711,0.05,,
UNM,84.1,3041.6,1587.5,10.3,,
VRTC,0.092,0,-0.547,0.002,,
DWWEF,0,2.74,-2.714,0.128,,
PEG1,21,9655,1469,7.13,,
CCEP,354.61,6308.911,1883.023,23.357,,
STKL,1.498,294.224,-0.502,1.9,,
PACXF,0.905,0,-10.982,,,
PPC,260.568,2511.411,690.484,58.5,,
CLGX,105.185,1695.677,219.148,5.1,,
GTII,0.001,3.54,-1.861,0.002,,
ISR,5.326,0,-5.278,0.043,,
JJSF,192.395,0.718,116.956,4.6,,
DKL,5.545,835.42,125.846,0,,
HTLD,76.684,0,63.434,4.05,,
CERN,441.843,1142.996,858.019,27.4,,
LMEFF,0.673,0,-2.255,,,
ICAD,15.313,17.482,-6.397,0.138,,
SPFF,,,,,,
PFXF,,,,,,
SUN,21,3590,540,0,,
MKL,3072.807,3732.803,2472.978,18.6,,
OSUR,75.715,5.578,9.635,0.472,,
FRPH,26.607,88.925,5.756,0.012,,
DWAS,,,,,,
CROC,,,,,,
RGRX,0.64,0.708,-1.261,0.003,,
PLXS,223.761,187.278,143.733,19,,
IOR,0.005,0,4.986,0,,
CDZI,15.682,153.287,-11.989,0.009,,
IMKTA,42.125,839.637,148.141,27,,
KTGDF,2.881,0,-1.059,,,
XSPA,2.184,11.588,-10.966,0.728,,
HUSE,,,,,,
SEMUF,121.932,1461.882,24.683,,,
SNV,535.846,1937.789,1132.041,5.389,,454.835
RDNT,40.165,1076.89,73.88,8.498,,
UPIPF,0.277,0,0.067,,,
JACK,125.536,1274.374,219.912,5.2,,
PEAK,144.232,6411.092,121.753,0.204,,
EEI,13.344,0.013,0.881,0.748,,
GPKUF,0.396,2.471,0.053,,,
CMO,,98.392,310.428,0.014,,
ICAGY,4558.306,13927.409,3636.994,64.642,,
SOTK,3.659,0.538,1.115,0.076,,
CYTR,16.13,0,-7.861,0.004,,
CDR,2.747,644.353,20.633,0.075,,
PLAB,206.53,41.887,52.121,1.775,,
ICCC,6.293,7.147,-0.953,0.054,,
KRMD,5.871,0.24,0.94,0.071,,
MAMP,9.068,113.855,-1.608,,,
GLGDF,3.188,0,-6.446,0.184,,
BHP,15613,23167,16313,28.926,,
SAFM,95.417,55,61.194,17.055,,
PGR,226.2,4608.6,5350,41.571,,
RLI,46.203,173.777,219.362,0.905,,
WEC2,19.1,5542.3,760.2,2.562,,
VOXX,37.425,9.21,-19.225,0.912,,
BNTRF,0.066,0,-1.16,,,
STCB,0.005,0.045,-0.148,0,,
DXLG,4.338,196.864,-1.914,2.353,,
ASM,9.625,3.045,-4.504,0.372,,
CDNS,,430.801,509.399,8.078,,
BRK1,1040,37761,4150,23,,
BRK2,288,7448,549,3.5,,
BRY,0,394.319,56.175,0.355,,
OPY,79.55,352.655,120.599,2.971,,
PED,22.415,0.3,-11.267,0.016,,
EBIX,73.228,705.7,151.23,7.975,,
SNGX,5.42,0.006,-10.541,0.016,,
CCL,,9676,3285,106,,
0189A,561,5291,1475,20.4,,
DRE,110.891,2961.665,292.604,0.4,,
CMCL,9.383,1.942,24.792,1.586,,
WSCRF,1.098,0,-28.881,0.006,,
MBI,83,3800,-131,0.093,,
BDN,90.499,2079.746,104.806,0.337,,
MIDD,94.5,1945.264,522.583,9.778,,
EQC,2795.642,25.094,87.26,0.028,,
UHT,6.11,280.725,27.546,0,,
CPSH,0.134,0.023,-0.597,0.152,,
CRMT,59.56,271.023,-7.63,1.75,,
ABMD,192.341,8.549,248.644,1.536,,
CNMD,25.856,772.307,96.373,3.3,,
GRST,0.003,4.656,-3.957,0.002,,
TIF,874.7,1892.5,753.8,14.1,,
NHLD,30.443,0,2.68,0.34,,
GLIBA,569.52,3619.53,-56.217,2.051,,
TEF,6780.228,53772.75,5472.886,113.819,,
MDIV,,,,,,
TDIV,,,,,,
XRAY,404.9,1552.6,552.5,15.2,,
IEP,3794,8804,-1386,28.033,,
FUN,182.252,2156.483,320.915,51.2,,
6685B,54.6,1910.8,180.6,5.6,,
VIAC,632,19911,5108,28.57,,
ZTS,1934,6111,2113,10.6,,
PMD,7.283,4.326,3.798,0.204,,
MHGU,16.942,457.94,21.167,11,,
NAII,25.04,0,6.647,0.312,,
HRTX,71.898,12.242,-202.294,0.231,,
THMO,3.157,5.692,-3.333,0.05,,
FICO,106.426,606.79,253.548,4.009,,
REMRF,0.267,0,-0.214,,,
RGLS,34.121,0.473,-16.834,0.021,,
XHD.,,,,,,
TTSH,9.104,194.725,-1.357,1.638,,
SMLP,4.948,1473.488,123.158,0,,
BESG.,,,,,,
COOP,329,12784,171,9.1,,
JOUT,172.382,0,63.774,1.2,,
GBCS,0.641,11.707,1.357,0.166,,
BTT,,,,,,
CMS1,11,7156,1130,8.253,,
FGPR,11.054,1457.004,123.996,0,,
VGR,371.341,1554.179,231.135,1.418,,
TVAGF,3.383,7.978,32.129,1.31,,
MEOH,416.763,2359.118,138.634,,,
BNVIF,0.231,0.04,-6.551,,,
SCHW,29345,7380,5158,19.7,,
EXETF,94.457,422.535,51.326,22,,
HUSKF,1775,5923,-2693,4.802,,
TORSF,42.177,11.675,1.018,2.38,,
TGA,33.251,37.63,25.627,0.069,,
QZMRF,0.073,0,-0.149,0,,
CLH,371.991,1709.653,223.956,14.4,,
SMEYF,0.521,0.049,-4.74,,,
CFPZF,60.1,732.6,-269.1,6.766,,
PCAR1,53.3,4435.2,317.5,0.426,,
CCDBF,703.6,2345.7,737.6,13.5,,
CADNF,155,2022,313,12.3,,
BDRBF,,9325,222,53.9,,
AIN,195.54,461.095,196.982,4.6,,
AEP10,0,209.991,15.455,,,
DWPP,,,,,,
TUERF,5.669,681.349,56.531,0,,
4779B,1014,4262,1249,49,,
CYBE,5.836,3.141,0.936,0.173,,
FKWL,6.448,0,-2.107,0.071,,
MITK,16.748,0.4,-0.509,0.284,,
AMIVF,0,245.306,56.599,0,,
SAN,113415.637,299718.161,23207.86,196.419,,24129.172
PPL7,27,5066,841,3.48,,
VTDRF,231.947,346.718,-98.542,0.425,,
MNIQQ,10.514,786.683,21.27,2.8,,
FULT,132.283,991.377,423.762,3.5,,176.917
GANS,1.895,61.189,41.701,,,
BXS,261.773,373.77,428.133,4.693,,125.068
FAST,174.9,490.2,1056,21.948,,
TATT,15.959,5.688,1.978,0.599,,
WABC,373.421,17.136,132.475,0.737,,1.888
MXIM,1757.342,992.584,753.626,7.131,,
HLF,839.4,1948.8,625.1,9.5,,
FRC,361.932,10337.145,1841.493,4.812,,815.312
APH,891.2,3348.8,1628.9,74,,
AKRXQ,144.804,22.055,-50.559,2.227,,
IPAR,192.417,35.369,104.727,0.402,,
PII,157.064,1604.74,425.551,14,,
EMLAF,1008.4,5905.2,987.1,63,,
OSB,20,737,-1,2.4,,
ICPT,70.055,541.3,-312.427,0.583,,
ONEXF,1281.476,93.387,963.7,0.429,,
WFG,16,658,-127,8.2,,
IGIFF,,7630.482,940.299,3.378,,
SNCAF,1188.636,2145.274,-112.592,46.49,,
SJR,1446,4057,1116,,,
PXD,631,2565,1738,2.323,,
USM,285,2367,130,5.5,,
MAN,1025.8,1349.1,720.5,28,,
FTS,370,21990,2461,8.97,,
TAC,411,3025,144,1.543,,
WCM.A,5.074,0.138,-0.906,,,
ITIC,25.949,3.454,39.823,0.402,,
DX,62.582,2.072,148.448,0.02,,
MGM,2329.604,15514.056,1394.992,81,,
CDUAF,977,8857,1278,4.593,,
FM,,,,,,
ATE1,12,1321,151,0.639,,
LVMUY,6366.142,17364.655,12878.168,163.309,,
QTXB,0.13,0,-0.202,0,,
WM,3561,13646,2803,44.9,,
DELL,9302,45679,3526,165,,
NUZE,1.326,0.157,-12.104,0.027,,
VEGA,,,,,,
TMXXF,149,842.5,385.7,1.287,,
SSP,32.968,2028.157,86.566,5.9,,
TEVA,,24997,2720,40.039,,
SAMG,52.832,56.244,20.895,0.14,,
IIVI,204.872,466.503,168.068,12.487,,
MERC,351.085,1129.555,84.268,2.325,,
CLHRF,10.689,0,-1.107,0,,
LNT1,4.4,1839.1,347.2,1.153,,
FCX,2020,10025,889,27.5,,
AB,0,0,266.292,3.811,,
CDMO,36.262,21.244,-10.585,0.227,,
WPP,14973.269,7939.513,1958.523,106.786,,
ELUXY,1156.823,1131.346,501.179,48.652,,
ODP,698,1783,310,40,,
NEN,7.546,277.098,17.272,0.068,,
BCV,,,,,,
CET,,,,,,
ECF,,,,,,
FAX,,,,,,
IAF,,,,,,
EMF,,,,,,
CLM,,,,,,
CMU,,,,,,
TWN,,,,,,
INSI,,,,,,
DNP,,,,,,
CRF,,,,,,
CIK,,,,,,
GAB,,,,,,
EEA,,,,,,
ASG,,,,,,
JHI,,,,,,
HQH,,,,,,
SWZ,,,,,,
KF,,,,,,
USA,,,,,,
MGF,,,,,,
MIN,,,,,,
MMT,,,,,,
MFM,,,,,,
MCI,,,,,,
MXF,,,,,,
HYB,,,,,,
NMI,,,,,,
NUV,,,,,,
NNY,,,,,,
PAI,,,,,,
PEO,,,,,,
PCF,,,,,,
PIM,,,,,,
RVT,,,,,,
TSI,,,,,,
GIM,,,,,,
LEO,,,,,,
MTH,319.466,1037.191,299.574,1.51,,
ARCH,153.02,307.353,192.951,3.7,,
CMT,1.856,3.119,-7.428,1.821,,
NABZY,1521.649,119080.539,7125.987,34.37,,10552.396
PPT,,,,,,
WRB,1023.71,2550.861,906.42,7.493,,
CINF,767,827,2525,5.148,,
ORI,78.8,1203.4,1362.4,9,,
BGB,,,,,,
SZC,,,,,,
LFAP,0.013,0,-3.308,0.003,,
TLTD,,,,,,
TLTE,,,,,,
MGPI,3.309,44.926,48.493,0.341,,
VOD,14597,69109,4404,95.219,,
DDD,133.665,80.617,-53.604,2.472,,
EIX1,24,15750,2248,12.72,,
AUSI,0.02,4.403,-0.787,,,
NTP,130.218,97.516,-17.335,0.105,,
DVN,1464,4538,160,1.8,,
LNN,127.204,115.846,24.023,1.069,,
AFTM,0.366,0,-3.929,0.009,,
LH,337.5,6477.5,1467.6,65,,
VEGYF,0.072,0,-19.777,,,
DMF,,,,,,
MVF,,,,,,
CSBR,8.342,3.17,-1.468,0.143,,
VASO,2.124,8.899,1.012,0.294,,
BIF,,,,,,
ACAVF,6.715,0,-0.301,,,
ADWPF,0,110.317,45.479,1.623,,
PHXCF,6.556,0,-0.379,,,
TMTNF,365.589,667.205,407.495,6.5,,
CGRIF,21.041,172.828,7.196,,,
UCPLF,43.904,0,34.305,,,
CXA.,0.061,0,-0.444,,,
IFSPF,34.9,287.478,-65.312,2.98,,
PKIUF,244,3823,765,4.635,,
WDAY,731.141,1259.392,-502.23,12.2,,
HERXF,45.841,272.76,52.07,2.029,,
CNQ,139,20167,5592,10.18,,
MODVF,36.98,496.079,75.558,0.349,,
CPE,13.341,3224.004,247.021,0.475,,
SU,1960,15505,1998,12.889,,
SVCTF,17.277,1224.46,180.347,0.032,,
TCLAF,213.7,1381.9,285.5,9,,
LWAY,3.836,3.233,-1.933,0.307,,
9614B,34.771,1629.698,50.968,16.4,,
WFICF,56.238,214.07,182.782,0.693,,
BCKMF,0.886,0,1.497,0.004,,
MFA,70.629,1247.128,695.528,0.066,,
RPT,110.259,947.589,54.637,0.104,,
5672A,6790,46371,4258,3.3,,
STAR,307.172,3555.36,142.487,0.155,,
BKT,,,,,,
QMN,,,,,,
MCBK,5.904,8.5,8.985,,,5.839
AGM,604.381,9079.566,610.609,0.103,,
5685B,448.612,9481.789,217.209,0.299,,
FCAU,16848.451,9005.516,5561.537,191.752,,
VODG,0.119,1.76,-0.118,,,
BBVA,14081.149,80745.533,21424.713,126.973,,14430.147
SRCE,67.215,151.963,144.496,1.175,,59.011
FTSSF,4.42,6.318,-103.546,,,
FMCC,5189,2023518,69895,6.912,,
ZTR,,,,,,
DREUF,441.537,952.917,125.836,0.075,,
CAPL,1.78,634.916,37.166,,,
KTF,,,,,,
WWR,1.87,0.34,-10.922,0.028,,
VLO,2583,10137,3843,10.222,,
TRS,172.47,317.79,92.4,3.5,,
